order_id,product_id,add_to_cart_order,reordered
1978052,41787,8,0
1978052,34448,9,0
1978052,49683,10,1
1978052,8424,11,1
1978052,24830,12,0
1978052,15937,13,0
1978052,8518,14,0
1978052,23165,15,0
2064090,49615,1,0
2064090,39170,2,0
2064090,48800,3,0
2064090,39185,4,0
2064090,36543,5,0
2064090,3696,6,0
2064090,28862,7,0
2064090,9875,8,0
2064090,12879,9,0
2064090,1261,10,0
2064090,28993,11,0
2064090,41210,12,0
875452,40592,1,0
875452,39185,2,1
875452,49615,3,1
875452,48800,4,1
875452,36543,5,1
875452,3696,6,1
875452,9875,7,1
875452,28862,8,1
2657652,36543,1,1
2657652,48800,2,1
2657652,49615,3,1
2657652,9875,4,1
2657652,39170,5,1
2657652,29628,6,0
2657652,35507,7,0
2657652,39803,8,0
2657652,20874,9,0
2999889,36543,1,1
2999889,48800,2,1
2999889,49615,3,1
2999889,9875,4,1
2999889,39170,5,1
2999889,39185,6,1
2999889,12879,7,1
2999889,39803,8,1
2999889,16953,9,0
2999889,33027,10,0
2999889,7930,11,0
1207762,36543,1,1
1207762,39170,2,1
1207762,48800,3,1
1207762,39185,4,1
1207762,49615,5,1
1207762,9875,6,1
1207762,21645,7,0
1207762,1330,8,0
1207762,6128,9,0
1207762,48290,10,0
1207762,169,11,0
1207762,34749,12,0
370715,36543,1,1
370715,39185,2,1
370715,39170,3,1
370715,49615,4,1
370715,48800,5,1
370715,9875,6,1
370715,12879,7,1
370715,48290,8,1
370715,6128,9,1
370715,48118,10,0
370715,38233,11,0
370715,29267,12,0
370715,38053,13,0
1049206,36543,1,1
1049206,39185,2,1
1049206,49615,3,1
1049206,48800,4,1
1049206,39170,5,1
1049206,9875,6,1
1049206,3696,7,1
1049206,29267,8,1
1049206,33027,9,1
1049206,35507,10,1
1049206,1330,11,1
1049206,41210,12,1
1049206,28862,13,1
2655002,39170,1,1
2655002,39185,2,1
2655002,49615,3,1
2655002,9875,4,1
2655002,29267,5,1
2655002,5210,6,0
685887,39185,1,1
685887,39170,2,1
685887,49615,3,1
685887,9875,4,1
685887,36543,5,1
685887,33973,6,0
685887,19541,7,0
685887,43282,8,0
3167222,39185,1,1
3167222,39170,2,1
3167222,9875,3,1
3167222,49615,4,1
3167222,36543,5,1
3167222,48800,6,1
3167222,19541,7,1
3167222,33027,8,1
3167222,12879,9,1
3167222,1330,10,1
3167222,6128,11,1
3167222,33161,12,0
3167222,43928,13,0
2865794,39185,1,1
2865794,49615,2,1
2865794,39170,3,1
2865794,36543,4,1
2865794,35507,5,1
2865794,39803,6,1
2865794,20874,7,1
2865794,41298,8,0
2865794,12720,9,0
1062536,9875,1,1
1062536,19541,2,1
1062536,6128,3,1
1062536,49615,4,1
1062536,39170,5,1
1062536,36543,6,1
1062536,35507,7,1
1062536,39185,8,1
1062536,32987,9,0
1062536,17817,10,0
1062536,20305,11,0
620971,39170,1,1
620971,9875,2,1
620971,19541,3,1
620971,6128,4,1
620971,48800,5,1
620971,33027,6,1
620971,1330,7,1
620971,32987,8,1
620971,12879,9,1
620971,39803,10,1
620971,41298,11,1
620971,8806,12,0
620971,22259,13,0
620971,27612,14,0
620971,40214,15,0
620971,26360,16,0
620971,48290,17,1
620971,2839,18,0
620971,21496,19,0
620971,8523,20,0
3090640,39170,1,1
3090640,9875,2,1
3090640,49615,3,1
3090640,19541,4,1
3090640,48800,5,1
3090640,6128,6,1
3090640,32987,7,1
3090640,48290,8,1
3090640,35507,9,1
3090640,41298,10,1
3090640,8523,11,1
3090640,15293,12,0
3090640,1261,13,1
3090640,3128,14,0
3090640,11586,15,0
3090640,30389,16,0
3090640,27612,17,1
3090640,45458,18,0
3090640,21496,19,1
3202175,39170,1,1
3202175,49615,2,1
3202175,48800,3,1
3202175,35507,4,1
3202175,19541,5,1
3202175,6128,6,1
3202175,1330,7,1
3202175,27612,8,1
3202175,8806,9,1
3202175,20305,10,1
3202175,12720,11,1
3202175,34749,12,1
3202175,42551,13,0
3202175,35385,14,0
3202175,39803,15,1
3202175,9875,16,1
3202175,42258,17,0
3202175,13129,18,0
2376709,9875,1,1
2376709,6128,2,1
2376709,49615,3,1
2376709,39170,4,1
2376709,48800,5,1
2376709,19541,6,1
2376709,20305,7,1
2376709,27612,8,1
2376709,33027,9,1
2376709,35385,10,1
2376709,39803,11,1
2376709,16953,12,1
2376709,41210,13,1
2376709,10500,14,0
2376709,41653,15,0
2376709,31608,16,0
2376709,30695,17,0
2376709,49507,18,0
1748639,39170,1,1
1748639,49615,2,1
1748639,19541,3,1
1748639,48800,4,1
1748639,35507,5,1
1748639,6128,6,1
1748639,20305,7,1
1748639,35385,8,1
1748639,39803,9,1
1748639,1330,10,1
1748639,31608,11,1
1748639,42551,12,1
1748639,21410,13,0
1748639,37645,14,0
1748639,33945,15,0
1748639,8806,16,1
1647841,39170,1,1
1647841,6128,2,1
1647841,35385,3,1
1647841,33945,4,1
1647841,49615,5,1
1647841,39803,6,1
1647841,20305,7,1
1647841,16953,8,1
1647841,19205,9,0
375303,21386,1,0
375303,27839,2,0
375303,45128,3,0
2156000,21386,1,1
3169631,21386,1,1
1645927,21386,1,1
986094,21386,1,1
2299885,6184,1,0
137318,38300,1,0
3333738,38300,1,1
3333738,23288,2,0
2150649,19677,1,0
2150649,34789,2,0
2150649,27086,3,0
2150649,48988,4,0
2150649,12440,5,0
2150649,34492,6,0
2150649,36099,7,0
2150649,40310,8,0
2150649,4595,9,0
2150649,7788,10,0
2150649,28647,11,0
2150649,29513,12,0
2150649,27356,13,0
695934,9340,1,0
695934,32858,2,0
695934,42352,3,0
695934,35413,4,0
695934,6387,5,0
695934,20014,6,0
695934,26029,7,0
695934,49363,8,0
638062,34492,1,1
638062,27356,2,1
638062,33846,3,0
638062,6631,4,0
638062,43928,5,0
638062,48290,6,0
638062,15526,7,0
638062,46996,8,0
638062,33483,9,0
638062,49617,10,0
2135842,44987,1,0
2135842,2197,2,0
2135842,24746,3,0
2135842,41406,4,0
2135842,16696,5,0
2623412,25422,1,0
2623412,25132,2,0
2623412,22557,3,0
1183257,34492,1,1
1183257,23915,2,0
1183257,2229,3,0
1183257,30287,4,0
1183257,48988,5,1
1183257,46172,6,0
1183257,6350,7,0
1183257,19213,8,0
1183257,13966,9,0
1183257,21471,10,0
1183257,38175,11,0
1341128,12440,1,1
1341128,28647,2,1
1341128,41131,3,0
1341128,31081,4,0
1341128,48812,5,0
1341128,23009,6,0
1341128,29926,7,0
1341128,28155,8,0
1120389,28647,1,1
1120389,48988,2,1
1120389,19213,3,1
1120389,19677,4,1
1120389,1940,5,0
1120389,22557,6,1
1120389,12863,7,0
1120389,24117,8,0
1120389,30887,9,0
1120389,40225,10,0
1120389,41406,11,1
1120389,27356,12,1
1120389,18752,13,0
1120389,22788,14,0
1120389,31670,15,0
1120389,10612,16,0
1120389,12440,17,1
1120389,37646,18,0
1120389,10246,19,0
1120389,37084,20,0
1120389,10755,21,0
1120389,100,22,0
1120389,19809,23,0
1120389,27687,24,0
1120389,36133,25,0
1120389,44571,26,0
1120389,9804,27,0
1120389,15623,28,0
1120389,9694,29,0
1120389,6631,30,1
1120389,36691,31,0
1120389,26246,32,0
1120389,41385,33,0
1120389,11281,34,0
1120389,49198,35,0
3352995,1940,1,1
3352995,33168,2,0
1593000,47141,1,0
1593000,48988,2,1
1593000,1940,3,1
1593000,44375,4,0
1593000,12440,5,1
1593000,30287,6,1
1593000,12099,7,0
1593000,22557,8,1
1593000,24117,9,1
1593000,25110,10,0
1593000,40709,11,0
1593000,17981,12,0
1593000,41406,13,1
1593000,40225,14,1
1593000,26246,15,1
1593000,27086,16,1
1593000,196,17,0
1593000,4595,18,1
1593000,40711,19,0
1593000,36691,20,1
1593000,36133,21,1
1593000,19809,22,1
1593000,44571,23,1
1593000,15623,24,1
1593000,7788,25,1
1593000,25985,26,0
1593000,34898,27,0
1593000,18077,28,0
1593000,45321,29,0
1593000,29003,30,0
2582407,35914,1,0
2582407,3519,2,0
2582407,12440,3,1
2582407,16221,4,0
2582407,28647,5,1
2582407,11281,6,1
2582407,33322,7,0
673583,23915,1,1
673583,2229,2,1
673583,9421,3,0
673583,6287,4,0
673583,20794,5,0
673583,45603,6,0
673583,21953,7,0
673583,10341,8,0
673583,45036,9,0
673583,25101,10,0
673583,27726,11,0
673583,44375,12,1
673583,11463,13,0
673583,27658,14,0
673583,36144,15,0
673583,13966,16,1
673583,19213,17,1
673583,23814,18,0
673583,35413,19,1
673583,48440,20,0
673583,25422,21,1
673583,28281,22,0
673583,40711,23,1
673583,14328,24,0
673583,15371,25,0
673583,28577,26,0
3035956,9421,1,1
3035956,20794,2,1
3035956,29627,3,0
3035956,6287,4,1
3035956,21953,5,1
3035956,8736,6,0
3035956,20947,7,0
3035956,16398,8,0
3035956,31883,9,0
3035956,35413,10,1
3035956,46172,11,1
3035956,16600,12,0
3035956,28647,13,1
2951746,4138,1,0
2951746,44375,2,1
2951746,6631,3,1
2951746,25518,4,0
2951746,2870,5,0
2951746,38376,6,0
2951746,34177,7,0
2951746,25985,8,1
2951746,33944,9,0
2951746,18109,10,0
2951746,16682,11,0
2951746,24303,12,0
2951746,34234,13,0
2951746,39891,14,0
2951746,13966,15,1
2951746,19213,16,1
2951746,41406,17,1
2951746,21131,18,0
2951746,48142,19,0
2951746,25232,20,0
2951746,25422,21,1
2951746,2099,22,0
2951746,11463,23,1
2951746,36144,24,1
2951746,8385,25,0
2951746,16696,26,1
2258440,27086,1,1
2258440,42562,2,0
2258440,32566,3,0
2647083,35413,1,1
2647083,19213,2,1
2647083,13966,3,1
2647083,12440,4,1
2647083,12099,5,1
2647083,40711,6,1
2647083,21953,7,1
2647083,47933,8,0
2647083,25985,9,1
2647083,11148,10,0
2647083,44571,11,1
2647083,15623,12,1
2647083,19809,13,1
2647083,4595,14,1
2647083,45104,15,0
2647083,45036,16,1
2647083,25518,17,1
2647083,38376,18,1
2647083,34177,19,1
2647083,35914,20,1
2647083,45321,21,1
2647083,49662,22,0
2647083,2197,23,1
2647083,29513,24,1
2647083,29529,25,0
2647083,9292,26,0
2647083,4924,27,0
2647083,24231,28,0
2647083,39270,29,0
2647083,28577,30,1
2647083,29775,31,0
2647083,10341,32,1
2647083,16696,33,1
2647083,41406,34,1
2647083,44987,35,1
2231262,4595,1,1
2231262,45603,2,1
2231262,3648,3,0
2231262,17333,4,0
2231262,25232,5,1
2231262,2422,6,0
2231262,27828,7,0
2231262,3161,8,0
2231262,35413,9,1
2231262,6387,10,1
2231262,16600,11,1
2231262,23572,12,0
2231262,45669,13,0
2231262,196,14,1
2231262,41406,15,1
2231262,21781,16,0
2231262,30162,17,0
2231262,16682,18,1
2231262,19213,19,1
2231262,13966,20,1
2231262,48599,21,0
2231262,47366,22,0
2231262,6187,23,0
2231262,8736,24,1
2231262,2974,25,0
963053,3703,1,0
963053,39132,2,0
963053,28956,3,0
813240,32566,1,1
813240,30287,2,1
813240,13385,3,0
813240,24303,4,1
813240,33944,5,1
813240,30162,6,1
813240,43252,7,0
813240,10197,8,0
813240,36144,9,1
813240,41290,10,0
813240,38318,11,0
813240,928,12,0
813240,13396,13,0
813240,34827,14,0
813240,36315,15,0
813240,31437,16,0
813240,42352,17,1
813240,9340,18,1
813240,3990,19,0
813240,46941,20,0
813240,1263,21,0
813240,11148,22,1
813240,23032,23,0
813240,13255,24,0
813240,12962,25,0
813240,42356,26,0
813240,14386,27,0
813240,44100,28,0
813240,28682,29,0
813240,23580,30,0
813240,41414,31,0
1765409,32566,1,1
1765409,40865,2,0
1765409,16419,3,0
1765409,46175,4,0
1765409,49573,5,0
134879,42342,1,0
134879,23765,2,0
134879,39812,3,0
134879,46979,4,0
134879,39037,5,0
134879,40706,6,0
134879,39732,7,0
134879,2452,8,0
134879,7781,9,0
134879,4605,10,0
134879,24852,11,0
134879,47089,12,0
134879,32433,13,0
134879,45364,14,0
134879,39911,15,0
1275838,15592,1,0
1275838,49215,2,0
1275838,24852,3,1
1275838,34358,4,0
1275838,9203,5,0
1275838,5612,6,0
1275838,27531,7,0
1275838,32864,8,0
1275838,7963,9,0
1275838,38984,10,0
1275838,45007,11,0
1275838,14678,12,0
1275838,34126,13,0
1275838,39911,14,1
1275838,45364,15,1
1275838,6069,16,0
1275838,17224,17,0
1275838,21777,18,0
1275838,41259,19,0
1275838,12341,20,0
1275838,31683,21,0
1275838,9637,22,0
1275838,37646,23,0
1275838,13629,24,0
1275838,25005,25,0
1275838,4799,26,0
1275838,21927,27,0
1275838,17149,28,0
1275838,11130,29,0
1275838,5134,30,0
1275838,12745,31,0
1275838,9934,32,0
1275838,22849,33,0
1275838,26209,34,0
1275838,39812,35,1
1275838,46979,36,1
1275838,49175,37,0
1709286,49478,1,0
1709286,39275,2,0
1709286,39097,3,0
1709286,20168,4,0
1709286,9637,5,1
1709286,28696,6,0
1709286,49215,7,1
1709286,35221,8,0
1709286,4793,9,0
1709286,17758,10,0
1709286,18523,11,0
1709286,40571,12,0
1709286,7781,13,1
1709286,43692,14,0
1709286,35629,15,0
1709286,43713,16,0
1709286,13629,17,1
1709286,43504,18,0
1709286,21927,19,1
1709286,43789,20,0
1709286,578,21,0
72626,21927,1,1
72626,4793,2,1
72626,9637,3,1
72626,24852,4,1
72626,9203,5,1
72626,46979,6,1
72626,45774,7,0
72626,33754,8,0
72626,18370,9,0
72626,21137,10,0
72626,8239,11,0
72626,13629,12,1
72626,11130,13,1
72626,49215,14,1
72626,22963,15,0
72626,2452,16,1
72626,4962,17,0
72626,17630,18,0
72626,37718,19,0
1210985,4793,1,1
1210985,9637,2,1
1210985,49215,3,1
1210985,14332,4,0
1210985,10831,5,0
1210985,13049,6,0
1210985,6069,7,1
1210985,11130,8,1
1210985,27966,9,0
1210985,24489,10,0
1210985,17630,11,1
1210985,21137,12,1
1210985,48110,13,0
1210985,48079,14,0
1210985,20168,15,1
1210985,45364,16,1
1210985,39911,17,1
1210985,49175,18,1
1210985,43692,19,1
1210985,6187,20,0
1210985,24852,21,1
1210985,45774,22,1
2906103,33198,1,0
2906103,32912,2,0
2906103,49517,3,0
2906103,8501,4,0
2906103,37131,5,0
2906103,38049,6,0
2906103,18894,7,0
2906103,19766,8,0
2906103,15057,9,0
2906103,8920,10,0
2906103,2408,11,0
2906103,7969,12,0
2906103,15718,13,0
2906103,36086,14,0
2906103,38690,15,0
2906103,35458,16,0
2906103,42441,17,0
2906103,7039,18,0
2906103,37507,19,0
2906103,32441,20,0
2906103,17498,21,0
2906103,14895,22,0
2906103,34254,23,0
2612991,33198,1,1
2612991,32912,2,1
2612991,18894,3,1
2612991,37131,4,1
2612991,8501,5,1
2612991,7969,6,1
2612991,35921,7,0
2612991,38690,8,1
2612991,15718,9,1
2612991,7039,10,1
2612991,34254,11,1
2612991,32441,12,1
2612991,47145,13,0
1537903,33198,1,1
1537903,32912,2,1
1537903,37131,3,1
1537903,8501,4,1
1537903,35921,5,1
1537903,7969,6,1
1537903,14947,7,0
1537903,32441,8,1
1537903,13187,9,0
1537903,14283,10,0
1537903,27903,11,0
1537903,15718,12,1
1537903,49680,13,0
1537903,40706,14,0
1537903,455,15,0
1537903,2516,16,0
1537903,2514,17,0
2383661,3957,1,0
1569834,3957,1,1
1569834,26751,2,0
1916863,16349,1,0
1916863,31717,2,0
1916863,14678,3,0
1916863,25146,4,0
1916863,33731,5,0
1916863,38273,6,0
1916863,19514,7,0
1916863,45007,8,0
1916863,4562,9,0
1916863,4086,10,0
1916863,34310,11,0
1916863,27845,12,0
1916863,35547,13,0
1951139,38273,1,1
1951139,5134,2,0
1951139,7054,3,0
1951139,15604,4,0
1951139,21137,5,0
1951139,35547,6,1
1951139,4605,7,0
1951139,49248,8,0
2344038,2099,1,0
2344038,7054,2,1
2344038,15604,3,1
2344038,3957,4,1
2344038,49267,5,0
2344038,21783,6,0
2344038,3098,7,0
2344038,12204,8,0
1269089,10644,1,0
1269089,31506,2,0
1269089,38596,3,0
1269089,39097,4,0
1269089,22963,5,0
1269089,5337,6,0
1269089,5025,7,0
1269089,21841,8,0
1269089,44201,9,0
1269089,21903,10,0
1269089,4942,11,0
1269089,24518,12,0
1269089,44142,13,0
1269089,10749,14,0
2562704,45084,1,0
2562704,28842,2,0
2562704,44142,3,1
2562704,48230,4,0
2562704,2846,5,0
2562704,32030,6,0
2562704,45066,7,0
2562704,33043,8,0
2562704,14462,9,0
2562704,4799,10,0
2562704,4487,11,0
2562704,21903,12,1
2562704,24852,13,0
2562704,26209,14,0
2562704,21940,15,0
2562704,28993,16,0
2562704,39993,17,0
2562704,37766,18,0
2562704,16290,19,0
2562704,4942,20,1
1136841,6258,1,0
1136841,30727,2,0
1136841,4942,3,1
1136841,19677,4,0
1136841,47280,5,0
1136841,21137,6,0
1136841,39275,7,0
1136841,6111,8,0
1136841,34969,9,0
1136841,6873,10,0
1136841,44142,11,1
1136841,7969,12,0
1136841,48230,13,1
1136841,28842,14,1
1136841,33368,15,0
1136841,47766,16,0
1136841,42450,17,0
1136841,45290,18,0
457048,35547,1,0
457048,24518,2,1
457048,34126,3,0
457048,47766,4,1
457048,28993,5,1
457048,39993,6,1
457048,32030,7,1
457048,42585,8,0
457048,27229,9,0
457048,45290,10,1
457048,43789,11,0
457048,44142,12,1
457048,21940,13,1
457048,45066,14,1
457048,21903,15,1
457048,37766,16,1
457048,46802,17,0
457048,24852,18,1
457048,43961,19,0
457048,25005,20,0
457048,7969,21,1
457048,21137,22,1
457048,39275,23,1
457048,9076,24,0
457048,28156,25,0
457048,45104,26,0
457048,4605,27,0
457048,4942,28,1
457048,25466,29,0
457048,210,30,0
457048,14168,31,0
457048,39619,32,0
457048,13587,33,0
2880466,35343,1,0
2880466,26209,2,1
2880466,24852,3,1
2880466,32419,4,0
2880466,694,5,0
2880466,25826,6,0
2880466,6384,7,0
2880466,4942,8,1
2880466,12614,9,0
2880466,16797,10,0
2880466,39275,11,1
2880466,21267,12,0
2880466,32030,13,1
2880466,48230,14,1
2880466,44142,15,1
2880466,32611,16,0
2880466,44830,17,0
2880466,5212,18,0
2880466,20734,19,0
2880466,42828,20,0
2880466,27729,21,0
2880466,25931,22,0
2880466,37766,23,1
2880466,46802,24,1
2880466,28785,25,0
2880466,28156,26,1
2880466,45763,27,0
2880466,42625,28,0
2880466,34358,29,0
2880466,11140,30,0
2880466,42585,31,1
2880466,24622,32,0
1830981,45066,1,1
1830981,24622,2,1
1830981,42585,3,1
1830981,34358,4,1
1830981,42625,5,1
1830981,45763,6,1
1830981,28156,7,1
1830981,28785,8,1
1830981,46802,9,1
1830981,25931,10,1
1830981,37766,11,1
1830981,27729,12,1
1830981,42828,13,1
1830981,20734,14,1
1830981,32611,15,1
1830981,44830,16,1
1830981,44142,17,1
1830981,48230,18,1
1830981,32030,19,1
1830981,21267,20,1
1830981,39275,21,1
1830981,12614,22,1
1830981,16797,23,1
1830981,4942,24,1
1830981,6384,25,1
1830981,694,26,1
1830981,32419,27,1
1830981,25826,28,1
1830981,24852,29,1
1830981,26209,30,1
1830981,35343,31,1
1830981,18150,32,0
3309528,48230,1,1
3309528,32030,2,1
3309528,47766,3,1
3309528,21267,4,1
3309528,18150,5,1
3309528,24852,6,1
3309528,25826,7,1
3309528,694,8,1
3309528,6111,9,1
3309528,2838,10,0
3309528,28289,11,0
3309528,42450,12,1
3309528,31883,13,0
1316279,24852,1,1
1316279,4942,2,1
1316279,32030,3,1
1316279,44830,4,1
1316279,45066,5,1
1316279,18150,6,1
1316279,694,7,1
1316279,6111,8,1
1316279,42585,9,1
1316279,21903,10,1
1316279,21137,11,1
1316279,2846,12,1
1316279,39275,13,1
1316279,13988,14,0
2903057,47966,1,0
2903057,48230,2,1
2903057,8518,3,0
2903057,694,4,1
2903057,4942,5,1
2903057,28156,6,1
2903057,7969,7,1
2903057,18150,8,1
3285797,14610,1,0
3285797,12145,2,0
3285797,44632,3,0
3285797,43961,4,0
3285797,11223,5,0
3285797,22217,6,0
3285797,39361,7,0
3285797,40605,8,0
3285797,48480,9,0
3285797,32426,10,0
3285797,45871,11,0
412111,22217,1,1
412111,39361,2,1
412111,11079,3,0
412111,46995,4,0
412111,4406,5,0
412111,15755,6,0
412111,22208,7,0
412111,21521,8,0
412111,42626,9,0
240889,12145,1,1
240889,11079,2,1
240889,22217,3,1
240889,21521,4,1
240889,44632,5,1
1602446,22328,1,0
1602446,42626,2,1
1602446,11079,3,1
1602446,46088,4,0
2472897,14610,1,1
2472897,11079,2,1
2472897,13238,3,0
2472897,47977,4,0
1626957,20804,1,0
1626957,23517,2,0
1626957,11079,3,1
1626957,33535,4,0
453864,44632,1,1
453864,22217,2,1
453864,21521,3,1
453864,42626,4,1
453864,7673,5,0
453864,11079,6,1
453864,46995,7,1
2010389,11079,1,1
2010389,26680,2,0
278124,23054,1,0
278124,30599,2,0
278124,11079,3,1
278124,23801,4,0
278124,16759,5,0
14400,30415,1,0
14400,1654,2,0
14400,11079,3,1
1145961,46995,1,1
1145961,11079,2,1
1145961,16759,3,1
1145961,21521,4,1
746041,42110,1,0
746041,22328,2,1
746041,47977,3,1
746041,11079,4,1
746041,44233,5,0
682472,11079,1,1
682472,12145,2,1
682472,16759,3,1
682472,17072,4,0
3067639,12145,1,1
3067639,44632,2,1
3067639,11079,3,1
3067639,21521,4,1
3067639,16759,5,1
2640464,31342,1,0
2640464,44233,2,1
2640464,11079,3,1
2640464,21521,4,1
2640464,22217,5,1
2640464,7367,6,0
2640464,36824,7,0
2640464,26313,8,0
2640464,41481,9,0
479244,44632,1,1
479244,16759,2,1
479244,31342,3,1
479244,11079,4,1
409708,11079,1,1
409708,46995,2,1
409708,22217,3,1
409708,39361,4,1
409708,14852,5,0
409708,29675,6,0
423623,46995,1,1
423623,11079,2,1
423623,44632,3,1
423623,21521,4,1
423623,16759,5,1
423623,17072,6,1
423623,42626,7,1
423623,29298,8,0
664952,22328,1,1
664952,11079,2,1
664952,20804,3,1
664952,11223,4,1
2833188,11079,1,1
2833188,12145,2,1
2833188,1090,3,0
2833188,4406,4,1
2833188,44632,5,1
2833188,42445,6,0
1185674,11079,1,1
1185674,39812,2,0
1185674,12419,3,0
2890966,11079,1,1
2890966,4406,2,1
2890966,1529,3,0
2890966,2426,4,0
2671410,23054,1,1
2671410,1529,2,1
1189699,12145,1,1
1189699,47977,2,1
1189699,22328,3,1
1189699,1529,4,1
2138456,1654,1,1
2138456,30415,2,1
2138456,29675,3,1
669187,31342,1,1
669187,44632,2,1
1460684,1090,1,1
2795573,42367,1,0
2795573,1654,2,1
2795573,29675,3,1
2795573,47977,4,1
1719560,12145,1,1
1719560,23054,2,1
1719560,47977,3,1
2693179,12145,1,1
2693179,23054,2,1
2693179,47977,3,1
903277,15655,1,0
2527665,44233,1,1
2527665,29675,2,1
2527665,12145,3,1
2527665,1090,4,1
2527665,47977,5,1
2527665,22328,6,1
2230383,44233,1,1
793311,44632,1,1
1032510,42367,1,1
182125,22328,1,1
2710884,39184,1,0
2710884,33153,2,0
2710884,23435,3,0
2710884,22328,4,1
327827,25931,1,0
327827,24852,2,0
327827,8518,3,0
327827,13932,4,0
327827,651,5,0
327827,45007,6,0
327827,19048,7,0
327827,45200,8,0
327827,9839,9,0
327827,19057,10,0
327827,40298,11,0
327827,38693,12,0
86313,17948,1,0
86313,47500,2,0
86313,46969,3,0
86313,17794,4,0
86313,45200,5,1
86313,28278,6,0
86313,1158,7,0
86313,32299,8,0
1354506,46979,1,0
1354506,21938,2,0
1354506,45063,3,0
1354506,26369,4,0
1354506,4367,5,0
1354506,18027,6,0
1354506,13932,7,1
1354506,34819,8,0
1354506,21903,9,0
1354506,26620,10,0
1354506,12395,11,0
1354506,17170,12,0
1354506,48364,13,0
2153671,47766,1,0
2153671,19057,2,1
2153671,17600,3,0
2153671,41220,4,0
2153671,23165,5,0
2449761,45007,1,1
2449761,17170,2,1
2449761,13932,3,1
2449761,21903,4,1
2449761,4367,5,1
2449761,18027,6,1
2449761,43713,7,0
484397,18027,1,1
484397,24852,2,1
484397,41065,3,0
484397,39748,4,0
484397,20995,5,0
484397,3382,6,0
484397,22825,7,0
484397,16349,8,0
484397,25588,9,0
484397,10322,10,0
484397,17794,11,1
484397,41220,12,1
484397,47672,13,0
484397,26620,14,1
2568429,30305,1,0
2568429,35108,2,0
2568429,36287,3,0
2568429,18889,4,0
2568429,31727,5,0
2568429,36149,6,0
2568429,18027,7,1
2568429,39748,8,1
2568429,17170,9,1
2568429,37250,10,0
2568429,19048,11,1
2568429,16349,12,1
2568429,46969,13,1
2568429,28278,14,1
711999,28278,1,1
711999,45007,2,1
711999,13932,3,1
711999,23165,4,1
711999,30305,5,1
711999,26620,6,1
711999,24852,7,1
711999,36606,8,0
1145920,49235,1,0
1145920,32347,2,0
1145920,8239,3,0
1145920,5933,4,0
1145920,18891,5,0
1736749,8518,1,1
1736749,12395,2,1
1736749,18090,3,0
1736749,10305,4,0
1736749,17794,5,1
1736749,41065,6,1
1736749,45007,7,1
1736749,21616,8,0
1736749,26369,9,1
2484696,21938,1,1
2484696,13932,2,1
2484696,30450,3,0
2484696,1360,4,0
2484696,24852,5,1
2484696,21137,6,0
2484696,38159,7,0
2484696,3481,8,0
2484696,4367,9,1
2484696,2314,10,0
2484696,35108,11,1
2484696,19511,12,0
2484696,36606,13,1
2484696,29898,14,0
712331,24852,1,1
1740853,28204,1,0
1740853,31528,2,0
1740853,27086,3,0
1740853,45200,4,1
1740853,45007,5,1
1740853,13932,6,1
1740853,24852,7,1
1394419,33000,1,0
1394419,13110,2,0
1394419,45200,3,1
1394419,12395,4,1
1394419,45007,5,1
1751600,21903,1,1
1751600,27521,2,0
1751600,28204,3,1
1751600,12099,4,0
1751600,27104,5,0
1751600,22825,6,1
1751600,45007,7,1
1751600,41065,8,1
1854906,45200,1,1
1854906,23165,2,1
1854906,30450,3,1
1179244,34819,1,1
1179244,36287,2,1
1179244,26620,3,1
1179244,22825,4,1
1179244,32347,5,1
1179244,24852,6,1
2615608,2888,1,0
2615608,48775,2,0
2615608,36287,3,1
2615608,24852,4,1
2326295,8986,1,0
2326295,9036,2,0
2326295,45007,3,1
2326295,41065,4,1
2326295,7021,5,0
2326295,16759,6,0
2326295,27104,7,1
2326295,17424,8,0
2326295,20549,9,0
841710,8986,1,1
841710,18918,2,0
841710,40604,3,0
841710,26620,4,1
3268585,42289,1,0
3268585,44632,2,0
3268585,9036,3,1
3268585,45007,4,1
3268585,19048,5,1
3268585,7863,6,0
3268585,13922,7,0
3268585,18918,8,1
1294288,38650,1,0
1294288,45007,2,1
1294288,19048,3,1
1294288,41065,4,1
1294288,4367,5,1
1294288,5134,6,0
1294288,16185,7,0
1294288,24125,8,0
1294288,43713,9,1
1294288,21616,10,1
1294288,40604,11,1
1294288,13922,12,1
1727614,17794,1,1
1727614,28278,2,1
1727614,26369,3,1
1727614,26209,4,0
1727614,33232,5,0
1727614,14010,6,0
1727614,36994,7,0
1727614,37220,8,0
1727614,13431,9,0
1727614,5020,10,0
1727614,23579,11,0
1727614,30489,12,0
2873174,14947,1,0
2873174,4781,2,0
2873174,27509,3,0
2873174,31343,4,0
2873174,2086,5,0
2873174,12456,6,0
2873174,9217,7,0
2873174,21846,8,0
2873174,47209,9,0
2873174,26369,10,0
2873174,116,11,0
2873174,45437,12,0
2873174,31506,13,0
2873174,22922,14,0
1308004,27509,1,1
1308004,14947,2,1
1308004,31343,3,1
1308004,13712,4,0
1308004,2086,5,1
1308004,21938,6,0
1308004,22935,7,0
1308004,19816,8,0
1308004,47209,9,1
1308004,12456,10,1
1308004,7948,11,0
1308004,21376,12,0
1308004,1376,13,0
1308004,21709,14,0
1308004,12442,15,0
1308004,9217,16,1
1308004,116,17,1
1308004,23233,18,0
1308004,6873,19,0
