order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1979417,99,prior,7,2,12,13
1980631,20,test,5,1,11,30
1993729,98,prior,14,5,8,8
1996394,21,prior,28,1,9,5
1997812,96,prior,4,1,10,11
1999119,65,prior,7,0,15,1
2000615,16,prior,6,0,14,26
2001654,80,prior,12,1,9,6
2003456,75,prior,5,1,14,4
2004727,54,prior,76,0,10,8
2005447,27,prior,37,1,10,3
2006658,55,prior,2,2,17,9
2008078,54,prior,7,6,13,5
2009771,46,prior,19,0,16,21
2010389,36,prior,8,3,17,4
2012622,71,prior,5,4,21,18
2013249,86,prior,16,2,18,30
2018336,50,prior,50,1,11,3
2018396,54,prior,49,6,14,2
2018734,26,prior,5,5,9,8
2019391,42,prior,10,5,1,9
2023100,58,prior,13,0,12,7
2023333,69,prior,4,3,22,8
2027712,81,prior,4,3,19,30
2028484,65,prior,13,4,15,14
2030307,4,prior,2,4,11,19
2032076,41,train,6,0,20,30
2034759,89,prior,11,1,15,8
2037087,67,prior,4,2,9,8
2037211,3,prior,4,2,18,20
2042430,87,prior,26,2,17,22
2045336,14,prior,12,5,9,4
2045952,54,prior,26,0,11,1
2047997,57,prior,5,5,15,7
2048527,67,prior,8,2,11,7
2049647,50,prior,35,4,11,4
2050302,72,prior,6,6,14,15
2057180,64,prior,3,1,22,2
2057208,21,prior,31,3,15,9
2058687,54,prior,46,2,15,5
2059881,92,prior,1,6,12,NULL
2062476,88,prior,7,1,0,23
2063028,26,prior,9,3,9,14
2064090,29,prior,1,5,11,NULL
2070736,28,prior,19,5,16,12
2071859,75,prior,2,1,14,17
2075249,71,prior,21,3,15,18
2080943,55,prior,1,0,14,NULL
2083588,42,prior,12,2,13,20
2086598,6,prior,1,5,18,NULL
2097221,21,prior,30,1,11,6
2097636,26,prior,7,1,13,30
2100631,52,prior,4,1,11,7
2101063,90,prior,20,2,10,4
2101107,54,prior,64,1,13,4
2102068,76,prior,5,1,11,0
2102570,50,prior,16,1,8,13
2102674,21,prior,11,1,15,12
2102793,91,prior,6,1,15,4
2104282,63,prior,20,3,14,7
2107003,50,prior,66,4,11,3
2109666,14,prior,9,5,9,30
2111787,41,prior,2,2,20,24
2115522,10,prior,3,3,19,12
2122341,80,prior,2,2,16,21
2123286,75,prior,7,0,14,6
2126069,98,prior,3,0,9,25
2126098,24,prior,12,5,16,22
2127348,52,prior,26,5,13,18
2127409,14,prior,6,1,8,30
2128144,84,prior,8,0,10,30
2128599,58,test,16,4,12,7
2132947,60,prior,7,5,18,30
2133732,65,prior,6,6,15,15
2135842,31,prior,4,3,13,6
2138456,36,prior,25,4,10,9
2138705,27,prior,74,5,14,7
2139271,56,prior,11,1,8,13
2139400,81,prior,6,3,7,29
2143319,66,prior,2,5,12,30
2143390,54,prior,30,3,11,6
2143792,58,prior,10,3,11,7
2144995,58,prior,14,5,12,30
2148135,17,prior,30,6,15,0
2149569,89,prior,6,4,16,18
2149689,59,prior,3,0,10,6
2150649,31,prior,1,5,11,NULL
2151817,51,prior,3,5,14,17
2153671,37,prior,4,1,14,8
2156000,30,prior,2,1,10,7
2158097,63,prior,25,0,5,8
2161313,15,test,23,1,9,7
2161718,94,prior,5,0,17,30
2163945,62,prior,3,6,11,30
2168274,2,prior,1,2,11,NULL
2174416,51,test,4,0,14,16
2178718,80,train,13,2,8,8
2180313,17,train,41,3,10,30
2186390,72,prior,5,5,13,13
2187180,43,prior,9,4,12,3
2190355,63,prior,36,1,12,14
2195945,28,prior,23,1,14,6
2196695,41,prior,4,1,12,22
2196797,5,train,5,0,11,6
2197066,50,prior,3,1,13,9
2199859,50,prior,18,1,10,6
2201188,47,prior,4,2,10,12
2204386,42,prior,14,5,16,22
2205298,63,prior,1,3,20,NULL
2205320,54,prior,10,2,9,5
2206148,55,prior,7,1,13,13
2208892,19,prior,3,0,14,16
2210120,98,prior,7,5,14,5
2215173,40,prior,7,0,8,21
2216860,99,prior,5,1,11,13
2222431,89,train,21,6,18,6
2222448,82,prior,16,1,8,13
2230383,36,prior,33,3,19,3
2231262,31,prior,17,3,11,8
2232529,82,prior,7,1,11,11
2233579,67,prior,15,2,15,15
2236363,50,prior,59,1,11,5
2239092,53,prior,2,1,17,17
2239642,77,prior,7,6,14,5
2242366,96,prior,1,4,12,NULL
2244394,27,prior,55,2,16,5
2246974,79,prior,4,0,16,13
2253039,68,prior,4,3,13,30
2254736,1,prior,4,4,7,29
2258440,31,prior,15,1,8,6
2260493,70,prior,1,6,18,NULL
2267326,5,prior,3,3,18,10
2276967,84,train,9,0,13,14
2282647,99,prior,17,0,19,23
2284750,26,prior,2,5,11,10
2286453,73,prior,1,2,17,NULL
2286777,63,prior,15,5,12,6
2288946,13,prior,3,6,21,6
2293453,19,prior,2,5,14,6
2295261,1,prior,9,1,16,0
2298068,13,prior,10,6,22,7
2299885,30,prior,6,1,19,27
2299972,85,prior,2,6,16,30
2300537,22,prior,1,3,7,NULL
2302602,64,prior,7,5,20,9
2305567,27,prior,26,5,14,7
2308399,67,prior,23,1,14,14
2309440,40,prior,2,1,10,8
2315446,42,prior,11,3,18,19
2316178,14,train,14,2,19,11
2317062,91,prior,15,4,10,5
2317676,90,prior,13,5,15,3
2319586,93,prior,1,3,8,NULL
2322830,75,prior,16,6,12,6
2325503,27,prior,66,1,12,4
2326295,37,prior,19,1,16,10
2326743,99,prior,18,1,8,8
2326857,54,prior,19,6,11,12
2327987,22,prior,6,1,19,17
2331002,52,prior,16,3,11,8
2331962,96,prior,12,0,11,14
2332087,15,prior,13,1,10,14
2333802,68,prior,1,5,10,NULL
2333885,50,prior,28,2,10,4
2337051,100,prior,4,3,20,30
2340803,54,prior,63,4,8,2
2344038,34,prior,5,0,15,21
2345592,15,prior,19,5,11,3
2352518,63,prior,30,5,12,4
2360283,66,prior,4,6,12,30
2363981,13,prior,6,0,18,7
2373040,70,prior,8,6,12,9
2373492,17,prior,9,3,13,3
2376709,29,prior,16,1,11,12
2377648,88,prior,6,6,13,0
2378562,67,prior,10,1,10,6
2380355,89,prior,9,0,13,7
2380545,57,prior,10,6,6,10
2383054,98,prior,13,4,11,30
2383661,34,prior,1,4,15,NULL
2383703,99,prior,9,2,20,30
2385684,87,prior,15,6,16,5
2389031,67,prior,9,2,14,7
2389272,98,prior,8,3,13,5
2389339,71,prior,18,4,14,10
2391532,75,prior,14,1,12,7
2392592,27,prior,41,5,10,1
2395967,59,prior,5,3,9,15
2398795,1,prior,2,3,7,15
2401332,66,prior,5,0,10,30
2402008,7,prior,2,1,19,30
2406693,49,prior,2,6,19,30
2408754,86,prior,15,0,10,27
2411567,11,prior,1,0,11,NULL
2412507,92,test,6,5,9,30
2412774,43,prior,5,0,17,11
2413026,54,prior,34,0,9,13
2424438,83,train,7,2,16,30
2425696,50,prior,37,4,15,3
2425840,7,prior,16,0,13,11
2428073,52,prior,7,2,7,8
2428804,89,prior,13,1,12,10
2430354,17,prior,8,0,15,6
2430990,85,prior,7,4,17,10
2431024,40,test,10,0,8,7
2432395,93,prior,10,0,12,8
2432711,77,prior,11,1,11,22
2433377,75,prior,18,6,13,11
2434894,80,prior,10,1,15,6
2436259,44,train,4,0,12,30
2443738,100,prior,3,5,17,30
2443843,50,prior,33,5,7,10
2446697,70,prior,12,6,20,30
2449761,37,prior,5,2,14,8
2451656,72,prior,1,5,15,NULL
2452257,7,prior,20,3,9,7
2455079,22,prior,7,6,17,5
2461523,18,train,7,6,9,7
2462716,87,prior,17,0,20,7
2463192,90,prior,59,5,9,2
2472897,36,prior,5,4,15,3
2474111,67,prior,5,3,14,8
2474845,19,prior,6,5,13,20
2479273,38,prior,12,1,13,30
2482337,93,prior,3,5,15,30
2482940,87,prior,24,4,7,3
2483641,87,prior,23,1,8,5
2483716,19,prior,8,4,4,7
2483845,73,prior,3,3,19,14
2484696,37,prior,11,4,11,8
2497897,52,prior,1,1,9,NULL
2499247,73,prior,7,1,20,22
2500881,82,prior,11,5,16,10
2505309,14,prior,7,5,10,30
2507052,7,prior,9,6,7,4
2507322,64,prior,4,6,17,12
2508834,17,prior,19,5,11,6
2509231,70,prior,7,4,15,30
2510446,21,prior,13,5,11,4
2511442,56,prior,3,4,18,3
2512030,62,prior,9,4,14,14
2514324,15,prior,1,5,13,NULL
2518161,46,prior,5,1,17,30
2520276,72,prior,12,6,12,30
2523132,89,prior,1,4,8,NULL
2524081,89,prior,19,0,12,6
2525859,77,prior,9,0,17,8
2527665,36,prior,32,0,9,8
2532123,47,prior,3,4,13,5
2538672,71,prior,13,5,6,26
2539168,46,prior,4,1,11,14
2539329,1,prior,1,2,8,NULL
2542086,52,prior,11,2,9,7
2546638,27,prior,79,3,11,5
2548338,54,prior,4,1,19,4
2549405,86,prior,17,0,10,19
2550244,69,prior,5,2,14,13
2550362,1,prior,10,4,8,30
2552220,96,prior,2,5,10,8
2553089,17,prior,33,3,11,9
2557754,4,prior,5,5,13,0
2560699,13,prior,2,0,11,8
2562704,35,prior,2,3,16,26
2564002,15,prior,3,6,12,7
2565571,7,prior,1,3,9,NULL
2568280,63,prior,2,0,9,11
2568429,37,prior,7,1,19,10
2568558,85,prior,5,6,18,26
2569634,27,prior,71,1,13,5
2570028,40,prior,1,0,9,NULL
2570360,8,prior,3,5,0,30
2570697,15,prior,10,2,10,21
2576966,69,prior,1,2,16,NULL
2580647,43,prior,6,4,16,4
2582407,31,prior,11,1,7,5
2583597,90,prior,36,4,13,7
2586085,24,prior,13,2,11,11
2592421,90,prior,12,2,12,4
2592860,21,prior,9,4,10,2
2596585,46,prior,15,0,16,28
2600170,15,prior,11,2,9,14
2600443,71,prior,15,1,9,8
2601258,64,prior,2,6,10,11
2606009,71,prior,8,3,16,14
2608424,72,train,13,2,14,30
2610576,25,prior,1,1,14,NULL
2612991,33,prior,2,2,16,27
2614670,27,train,82,5,14,4
2615608,37,prior,18,5,17,15
2616505,17,prior,6,4,17,5
2617055,63,prior,37,6,9,12
2618231,13,prior,1,6,12,NULL
2621404,40,prior,4,0,12,8
2623412,31,prior,5,0,16,4
2624115,69,prior,2,2,12,14
2625565,21,prior,1,1,10,NULL
2630919,65,prior,12,4,8,7
2632124,92,prior,2,2,11,17
2635041,24,prior,16,0,9,7
2639013,64,train,11,0,13,27
2640464,36,prior,15,5,17,12
2640967,40,prior,6,0,9,15
2641583,75,prior,15,0,13,6
2644515,63,prior,8,2,19,15
2647083,31,prior,16,2,8,8
2647486,96,prior,7,6,22,19
2647850,22,prior,15,4,10,30
2648319,17,prior,7,1,13,4
2648531,54,prior,35,1,11,1
2648890,90,prior,47,3,11,5
2653743,82,prior,6,4,9,13
2654273,56,prior,1,1,17,NULL
2655002,29,prior,8,4,13,10
2655621,62,prior,6,4,14,14
2657652,29,prior,3,2,10,14
2657750,28,prior,7,1,17,6
2660566,90,prior,30,5,15,1
2660930,17,prior,15,2,16,3
2661433,46,prior,17,6,17,30
2661469,72,prior,3,2,13,8
2667939,79,prior,3,1,17,8
2668477,87,prior,9,2,7,8
2669994,77,prior,1,2,11,NULL
2670599,50,prior,58,3,10,5
2671410,36,prior,23,4,17,22
2676852,57,prior,14,6,5,10
2677797,86,prior,13,2,13,30
2680214,17,prior,3,3,10,5
2681168,77,test,13,0,15,28
2681913,46,prior,18,0,9,22
2682963,94,prior,8,6,18,0
2685110,15,prior,7,1,11,17
2693179,36,prior,30,3,21,0
2693318,93,prior,11,6,14,27
2695034,27,prior,34,2,15,5
2695156,28,prior,8,0,16,13
2695875,52,prior,21,5,10,30
2698037,21,prior,2,1,9,7
2699868,44,prior,3,0,9,30
2704482,16,prior,4,6,14,12
2705360,27,prior,16,2,16,8
2708482,70,prior,2,3,18,11
2710558,3,prior,5,0,17,12
2710884,36,prior,37,4,12,7
2715276,15,prior,21,1,9,7
2716757,27,prior,64,1,15,5
2716894,96,prior,8,4,22,5
2717275,5,prior,1,3,12,NULL
2726708,79,prior,6,1,19,30
2728456,82,prior,4,0,11,16
2729473,27,prior,22,3,8,8
2736359,99,prior,1,4,15,NULL
2740653,50,prior,65,1,13,6
2741696,20,prior,4,2,11,7
2753281,89,prior,10,0,14,7
2754717,39,prior,7,6,16,30
2754807,64,prior,9,6,15,7
2756806,50,prior,5,4,14,11
2756878,59,prior,7,2,11,14
2757217,67,train,25,0,11,5
2757345,50,prior,60,2,12,1
2758592,94,prior,3,3,15,30
2759128,81,prior,3,1,9,14
2760558,88,prior,4,1,8,16
2760669,28,prior,11,0,7,30
2760791,17,prior,32,1,22,4
2762092,9,prior,2,0,14,6
2763506,76,prior,6,3,9,30
2766710,48,prior,3,6,9,15
2769226,60,prior,1,0,20,NULL
2770903,43,prior,11,0,12,9
2773128,75,prior,3,3,13,9
2773605,17,prior,35,6,13,8
2774568,3,test,13,5,15,11
2776875,90,prior,42,5,14,2
2779744,91,prior,13,1,11,4
2780464,22,prior,11,5,12,2
2780889,18,prior,1,6,18,NULL
2782479,39,prior,1,0,12,NULL
2792524,27,prior,6,4,9,9
2792895,76,prior,7,4,8,29
2793873,63,prior,24,6,13,3
2795254,17,prior,25,0,11,6
2795573,36,prior,28,0,11,16
2803975,42,train,17,0,11,14
2808909,19,prior,4,5,12,5
2810971,28,prior,15,3,17,15
2812906,67,prior,20,3,13,3
2813332,90,prior,14,2,13,4
2817181,69,test,6,2,11,7
2819075,90,prior,8,3,15,1
2820122,72,prior,9,4,16,11
2827207,26,prior,6,2,15,11
2827745,45,test,5,5,10,3
2829245,50,prior,20,1,10,5
2830335,58,prior,12,0,13,16
2831726,17,prior,37,2,12,13
2833188,36,prior,20,4,9,25
2838026,63,prior,21,5,9,2
2838655,41,prior,3,0,13,30
2840752,11,prior,3,5,10,14
2842504,27,prior,4,5,13,2
2843095,65,prior,9,2,10,8
2844729,72,prior,7,6,11,21
2846344,98,prior,11,4,13,15
2848644,70,prior,10,4,20,14
2848715,42,prior,5,2,18,8
2852868,93,prior,6,5,9,0
2855192,95,prior,8,5,11,11
2857489,47,prior,1,5,16,NULL
2860113,89,prior,15,1,9,7
2861050,71,prior,7,3,9,8
2861721,54,prior,42,1,9,2
2865794,29,prior,11,5,9,7
2870447,50,prior,31,2,11,6
2870621,93,prior,9,6,10,20
2872285,99,prior,3,0,17,24
2873174,38,prior,1,0,10,NULL
2875733,100,prior,5,1,18,26
2875845,80,prior,3,0,16,12
2877797,24,prior,4,6,10,24
2878839,77,prior,5,0,9,5
2880466,35,prior,5,5,16,30
2883598,15,prior,12,1,8,6
2883656,73,test,8,6,18,30
2884724,87,prior,3,2,19,30
2885215,50,prior,39,6,10,5
2887267,62,prior,1,1,0,NULL
2890966,36,prior,22,3,12,3
2893315,90,prior,39,2,15,4
2894457,90,prior,67,4,13,1
2896422,77,prior,2,1,13,30
2900024,85,prior,3,6,14,7
2903057,35,prior,9,4,16,28
2906103,33,prior,1,3,14,NULL
2906263,14,prior,1,2,18,NULL
2906390,52,prior,13,1,10,7
2906490,47,train,6,4,22,16
2916715,54,prior,27,3,0,3
2917598,54,prior,25,6,12,7
2921005,97,prior,5,0,21,14
2921164,11,prior,5,5,11,30
2922708,22,prior,4,3,11,30
2923351,26,prior,8,3,11,30
2924697,48,train,11,5,18,14
2926108,93,prior,14,3,19,30
2928597,87,prior,21,0,12,8
2937953,90,prior,28,2,13,7
2940603,26,test,13,5,14,8
2941505,21,prior,23,2,13,6
2950172,70,prior,9,4,19,12
2951016,84,prior,2,1,8,30
2951746,31,prior,14,2,9,6
2956367,17,prior,18,6,12,8
2960216,54,prior,45,4,18,1
2965907,84,prior,7,5,13,30
2968173,15,prior,15,1,9,7
2979257,8,prior,2,1,8,30
2980672,38,prior,10,5,8,27
2981401,50,prior,36,1,11,4
2983519,54,prior,23,5,14,13
2984707,7,prior,18,0,9,7
2984916,21,prior,6,5,6,4
2986671,55,prior,5,2,15,15
2987007,87,prior,12,2,16,4
2989905,63,train,40,6,8,13
2994388,25,prior,2,1,20,30
2994589,15,prior,20,1,13,10
2994801,59,prior,8,3,11,29
2997741,90,prior,24,2,13,4
2998652,46,prior,12,0,16,14
2999232,27,prior,69,2,14,0
2999662,92,prior,3,1,15,30
2999889,29,prior,4,6,8,11
3000782,87,prior,10,0,17,5
3001081,85,prior,1,0,19,NULL
3001769,78,prior,4,2,7,9
3002854,3,prior,3,3,16,21
3003586,65,prior,4,1,13,1
3004103,90,prior,23,5,15,2
3014513,50,prior,44,2,11,3
3014995,90,prior,37,4,11,7
3024191,68,test,7,2,15,30
3025545,89,prior,20,0,14,7
3027046,98,prior,4,4,7,11
3028801,63,prior,23,3,12,7
3029625,65,prior,10,1,8,6
3029731,90,prior,55,5,15,4
3031033,98,prior,2,3,21,24
3034563,42,prior,16,0,13,14
3034663,82,prior,15,2,11,12
3035956,31,prior,13,3,11,6
3037479,27,prior,45,4,9,2
3038639,71,train,24,5,13,17
3044151,50,prior,52,1,9,3
3045366,76,prior,1,3,10,NULL
3050891,59,prior,4,2,12,2
3056373,90,prior,22,3,9,5
3057843,55,prior,3,2,7,28
3059813,89,prior,4,1,14,7
3060817,7,prior,14,1,13,17
3064712,24,prior,8,1,20,8
3065988,71,prior,22,5,16,23
3066373,54,prior,39,6,20,0
3067010,50,prior,22,1,12,7
3067391,48,prior,9,5,18,13
3067639,36,prior,14,0,12,22
3067644,14,prior,8,4,8,27
3069802,17,prior,23,3,23,4
3077044,63,prior,7,1,14,9
3080922,70,prior,4,4,16,17
3081445,88,train,8,3,18,23
3083886,41,prior,5,0,19,27
3084020,54,prior,18,1,11,9
3087916,70,prior,3,1,19,5
3088145,53,train,4,2,10,13
3088266,86,prior,12,0,15,4
3090438,80,prior,11,2,13,8
3090640,29,prior,14,1,13,17
3090814,22,prior,14,1,19,3
3092533,63,prior,4,0,11,24
3094389,43,prior,10,5,15,15
3094422,27,prior,50,4,14,1
3094908,99,prior,15,5,10,8
3097485,15,prior,16,1,9,7
3097573,58,prior,6,4,18,4
3097714,81,prior,1,2,15,NULL
3102839,46,prior,3,1,16,0
3106101,18,prior,2,0,17,1
3108588,1,prior,8,1,14,14
3110252,29,train,19,4,11,13
3112215,50,prior,29,3,11,1
3112384,71,prior,4,0,19,2
3114269,55,prior,4,1,13,13
3117228,68,prior,6,6,14,30
3119091,15,prior,8,2,17,8
3120740,7,prior,15,3,16,2
3121842,54,prior,9,4,10,20
3125222,86,prior,4,1,17,30
3126169,94,prior,7,6,16,14
3129760,64,prior,10,1,10,9
3129979,90,prior,41,3,12,6
3131103,50,prior,2,6,12,10
3131227,98,prior,1,0,14,NULL
3133044,18,prior,4,0,16,6
3135095,54,prior,28,4,16,1
3135826,15,prior,2,6,12,15
3137144,54,prior,57,6,17,2
3137551,27,prior,18,1,15,20
3140578,63,prior,17,1,11,19
3141030,17,prior,21,2,12,4
3141790,27,prior,11,5,11,1
3144004,82,prior,19,2,15,8
3146572,52,prior,20,1,13,5
3146978,27,prior,60,4,15,1
3147262,54,prior,67,4,13,0
3147283,27,prior,32,5,10,10
3147929,50,prior,49,5,8,5
3149167,27,prior,10,4,15,7
3159209,100,prior,2,0,15,18
3160844,61,prior,3,5,15,14
3160850,3,prior,9,0,16,7
3161832,54,prior,74,4,13,2
3162630,27,prior,24,2,15,0
3166874,48,prior,2,5,13,27
3167222,29,prior,10,5,11,13
3167855,54,prior,31,4,10,1
3169631,30,prior,3,1,22,7
3173750,38,train,13,0,9,30
3175017,50,prior,63,6,10,4
3176698,27,prior,39,1,14,6
3178292,84,prior,4,0,14,30
3178964,97,train,6,6,19,6
3180316,97,prior,3,6,10,30
3184864,54,prior,36,5,10,4
3186735,2,prior,12,1,9,28
3189274,79,prior,2,0,14,7
3190631,90,prior,34,4,10,2
3192011,75,prior,21,0,13,22
3192400,16,prior,5,2,14,30
3194192,2,prior,7,2,12,14
3197376,17,prior,4,1,14,5
3198849,46,prior,9,1,16,14
3200018,87,prior,7,3,8,4
3201640,50,prior,4,0,11,6
3201675,54,prior,53,5,11,1
3202175,29,prior,15,3,11,16
3202221,32,test,6,1,13,30
3204829,38,prior,9,6,16,7
3205359,50,prior,55,1,10,2
3205960,67,prior,1,3,11,NULL
3206747,14,prior,2,5,8,30
3211781,83,prior,3,5,14,30
3215897,91,prior,7,4,12,10
3215917,64,prior,8,6,17,15
3218273,90,prior,43,3,11,5
3222866,33,test,4,6,17,19
3223508,90,prior,17,5,15,2
3224056,60,prior,5,5,15,24
3224951,90,prior,3,3,15,2
3225766,3,prior,8,0,17,7
3227049,22,prior,10,3,19,5
3229714,26,prior,1,2,15,NULL
3235428,91,prior,2,6,9,3
3237467,17,prior,5,6,17,5
3239072,7,prior,12,0,14,7
3242769,95,prior,7,1,14,24
3247231,27,prior,15,1,14,5
3247417,90,prior,33,2,16,4
3249202,54,prior,37,6,12,1
3253855,91,prior,12,4,14,30
3253911,65,prior,2,0,9,7
3257456,21,prior,15,1,9,7
3264150,90,prior,65,5,11,2
3268552,2,prior,13,4,11,30
3268585,37,prior,21,2,13,13
3270096,54,prior,44,3,19,6
3272229,87,prior,6,6,7,15
3273951,86,prior,8,0,14,13
3274946,94,prior,2,5,19,13
3276030,80,prior,7,5,12,12
3276486,50,prior,30,3,12,7
3276527,27,prior,76,1,14,0
3278809,93,prior,12,6,8,14
3283823,49,prior,3,5,14,30
3285176,50,prior,40,3,9,4
3285797,36,prior,1,4,17,NULL
3288630,21,prior,8,2,13,18
3290220,86,prior,3,6,8,13
3290450,54,prior,47,0,22,5
3294399,76,train,10,4,8,14
3298423,90,prior,56,3,10,5
3300079,87,prior,4,6,8,30
3301134,63,prior,29,1,18,11
3302990,100,test,6,5,19,30
3306253,90,prior,52,3,13,5
3306717,52,prior,25,1,10,13
3308831,90,prior,66,3,9,5
3309528,35,prior,7,3,18,4
3314059,17,prior,28,1,9,4
3317805,27,prior,9,4,13,1
3317979,15,prior,5,4,15,17
3320181,24,prior,11,4,14,6
3321109,7,prior,5,5,18,3
3327122,17,prior,31,4,12,5
3327421,86,prior,7,1,17,16
3330122,90,prior,44,0,7,4
3330597,50,prior,53,3,11,2
3330998,95,prior,4,3,14,19
3331846,28,prior,3,0,16,2
3333738,30,prior,8,1,8,30
3336359,54,prior,38,6,14,7
3337837,54,prior,3,4,18,11
3341737,21,prior,33,1,12,30
3343014,4,prior,1,6,11,NULL
3345812,46,prior,1,1,16,NULL
3348165,80,prior,5,6,15,5
3349827,62,prior,4,0,13,15
3350048,26,prior,10,3,14,7
3350883,17,prior,40,4,11,27
3352995,31,prior,9,3,12,3
3354579,24,prior,10,5,17,18
3357168,83,prior,1,3,15,NULL
3359528,27,prior,47,2,14,1
3364570,53,prior,1,5,19,NULL
3367565,1,prior,6,2,7,19
3370941,54,prior,60,6,23,2
3374715,27,prior,40,4,10,3
3378475,96,prior,15,1,9,13
3383132,89,prior,16,0,14,6
3387942,93,prior,8,0,11,1
3391303,74,prior,5,1,13,30
3393222,22,prior,5,5,21,16
3394109,14,prior,13,5,5,7
3395314,91,prior,10,6,13,11
3401727,95,prior,5,1,15,30
3402036,23,train,5,1,12,30
3408319,20,prior,3,2,11,6
3413579,84,prior,5,3,16,3
